code,name,batch,stock,deal,free,mrp,rate,exp,supplier,company
GRACD,ASCORIL-D SYRUP,11192312,20,14,1,113,80.71,1/11/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLNMARK(MAJESTA)
GRCED,CANDID EAR DROPS,11192268,21,0,0,75,53.57,1/11/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLENMARK PHARMA(MILIUS)
HOAG1,ALLEGRA 180MG TABS,9NA0108,17,0,0,192.38,137.42,1/11/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
HOAM2,AMARYL-M 2MG TAB,9NA0071,30,0,0,247.74,176.96,1/11/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
HOCT1,COMBIFLAM TABS,9NA1036,218,0,0,103.86,74.19,1/11/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIES(BASE)
DLCGX,DULCOFLEX  SUP (A),SA19047,30,0,0,139.05,99.32,1/11/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
HOM8C,MYORIL-8MG CAPS,9NG007,4,0,0,352.07,251.48,1/11/2021,SANOFI INDIA LIMITED          HYDERABAD,AVENTIS PHARMA
ARIO2,OMNICEF O 200 DT TABS,B748M079,70,10,4,96.38,68.84,1/11/2021,SARADA PHARMACY      MADHIRA,ARISTO (MAIN FORCE 3)
ASPDC,PANTOP-D CAP,S378M069,100,0,0,93,66.43,1/11/2021,SARADA PHARMACY      MADHIRA,ARISTO PHARMA
BCTDX,TUSQ-DX LIQ,GT20109,-12,11,1,80,57.14,1/11/2021,SARADA PHARMACY      MADHIRA,BLUE-CROSS LABS
PAPKA,KRACK CREAM **,JG709,83,0,0,83,64.45,1/11/2021,SRI SHASTHA ENTERPRISES KHAMMAM,PARAS PHARMACETICALS
NTCTR,COLDACT CAP,ESX0188,132,5,1,117,83.57,1/11/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,SUN PHARMA (STANIFE SF)
RAM5C,MOX-500MG CAPS,AB06923,57,9,1,106.16,75.82,1/11/2021,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET,RANBAXY(MAXXIM)
UCAP1,AMPOXIN 1GM VIAL,IGJ5F002,60,10,1,32.9,23.5,1/11/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (UVA)
UCAP5,AMPOXIN 500MG CAP,MFV10002,72,20,1,73.65,52.61,1/11/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (UVA)
TORRE,NEXPRO-40MG TABS,2F25F035,40,0,0,136.6,97.57,1/11/2021,TORRENT PHARMACEUTICALS LTD   HYDERABAD,TORRENT (PRIMA)
H&HDLL,DERMADEW ALOE LOTION,B084,5,0,0,180,122.03,1/11/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (COSMECEUTICAL)
DERMBAHH,DERMADEW BABY CREAM,B039,6,0,0,155,105.08,1/11/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (HEALTHCARE)
H&HDKG,DK GEL,H435,41,0,0,153,109.29,1/11/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (WELLNESS)
H&HHM,HHMITE CREAM,H356,18,0,0,57.05,40.75,1/11/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (VITALITY)
H&HKZL,KZ LOTION,CC048,4,0,0,250,178.57,1/11/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (WELLNESS)
H&HKZL,KZ LOTION,CC048,20,0,0,250,178.57,1/11/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (WELLNESS)
H&HPRP,PROPYSALIC NF OINTMENT,H1701,14,0,0,159,113.57,1/11/2021,VEGAVAAN PHARMA      SECUNDERABAD,H&H PHARMA (DERMATOLOGY)
WLFLD,FLUCOLD AF DROPS,FIR9002,72,9,1,42,30,1/11/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
WLFLD,FLUCOLD AF DROPS,FIR9003,30,9,1,42,30,1/11/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
WLOC1,ONECAN 150MG TAB,OCL9009,65,0,0,51.92,37.09,1/11/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE-2
WLPA2,PERSOL-AC 2.5%GEL,U683,18,0,0,114.7,81.93,1/11/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE-2
WALLGP,WALAPHAGE G-2 TABS,GGR9018,20,0,0,102.3,73.07,1/11/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
WALORS,WALYTE MIX FRUTI DRINK,WAR013A,120,5,1,29.2,22.25,1/11/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
WALORS,WALYTE MIX FRUTI DRINK,WAR019A,-120,5,1,29.2,22.25,1/11/2021,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD,WALLACE PHARMA
BIBT2,BIOTAX 250MG VIAL,F900968,37,8,2,16.87,12.05,1/11/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
BIBT2,BIOTAX 250MG VIAL,F900970,562,5,1,16.87,12.05,1/11/2021,ZYDUS HEALTHCARE LIMITED      HYDERABAD,BIOCHEM PHARMA
GECSP,CALPOL PEAD SYR,KB401,130,0,0,34.71,24.79,1/11/2021,,GLAXOSMITHKLINE(FORTIOR)
AGPM1,GLISEN PM 1 TAB,908001591,26,0,0,146.6,104.71,1/11/2021,,ALEMBIC  (DABUR) INDIA LIMITED
UMPRE,NOOTROPIL 1200MG TAB,EMV1900399,1,0,0,230,164.29,1/11/2021,,DR REDDYYS (GRANDERA)
CSACF,AEROCORT FORTE ROT,SA94565,27,0,0,78.65,56.18,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 LEGACY)
CIPAT,AMLOPRES TL TAB,BA00306,30,0,0,91.65,65.46,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 2)
CIPDO,DORZOX-T  E/D,C890685,11,0,0,443.2,316.57,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA
CSF1R,FORACORT 100 RCAPS,SA94562,4,0,0,124.65,89.04,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 2)
CILLS,LEVOLIN SYS,EB90794,117,0,0,20.02,14.3,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(NURTURE 1)
CIM2I,MAXIFLO 250 INH,SA94881,1,0,0,647.95,462.82,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP AR)
CIM2I,MAXIFLO 250 INH,SA94893,10,0,0,647.95,462.82,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP AR)
CIONK,OMNIKACIN 250MG INJ,AFM9136,80,45,35,37.95,28.91,31/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE-2)
DXCP2,CARDIOPRIL-2.5 CAP,V901084,20,0,0,51.61,36.86,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DRDTT,DUTAS-T CAPS,CR90071,10,0,0,430,307.14,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(RECURA)
DROLSCT,OLSERTAIN CT 20 TABS,DRLAX9002,10,0,0,118.58,84.7,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DXOR4,OLSERTAIN-40MG TABS,G19OLA024,10,0,0,139.5,99.64,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DROAM,OLSERTAIN-AM TABS,G19OAA011,20,0,0,154,110,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DROH4,OLSERTAIN-H 40MG TABS,G19OHC013,45,0,0,165,117.86,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DROIS,OMEZ INSTA SACHET,V901059,40,0,0,11.9,8.5,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DROM4,OMEZ-40MG TAB,E901548,10,0,0,91.23,65.17,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(AQURA+SG)
DRRZL,RAZO-L CAP`S,G19RLA011,32,0,0,249.5,178.22,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(RECURA)
DRTELS,TELSARTAN 80MG TABS,E901512,2,0,0,153.79,109.85,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(RECURA ACE)
DRTAM,TELSARTAN-AM TAB'S,TM191120,4,0,0,159.5,113.93,31/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA-2)
MACL5,LEVERON 500 TABS,FLA3904A,20,0,0,129.58,92.56,31/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) CV
MACMEFO,MEFOMIN GZ 80 TABS,HMU911A,24,0,0,96,68.57,31/10/2021,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL,MACLEODS (PROCARE) HD
GRASL,ASCORIL-LS DROPS,51190569,288,0,0,58,41.43,31/10/2021,SAI DWAR PHARMACEUTICALS HYDERABAD(GLENMARK),GLNMARK(MAJESTA)
ASTYCOL,COLIJOY DROPS,CL9281,25,10,1,54,38.58,1/10/2021,AASTRIVAS PHARMACEUTICALS    VIJAYAWADA,ASTRA-IDL LIMITED
ASTYEPRZ,EPRAZ-RD 40 CAPS,EZD10219,70,5,1,89,63.57,1/10/2021,AASTRIVAS PHARMACEUTICALS    VIJAYAWADA,ASTRA-IDL LIMITED
ASTYVEN,VENTYL-D SYRUP,L2530,40,5,1,79.75,56.95,1/10/2021,AASTRIVAS PHARMACEUTICALS    VIJAYAWADA,ASTRA-IDL LIMITED
ABBCR,CREON 10000 CAP,CNA9055,9,0,0,544.24,388.74,1/10/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (WH&GI)
KNDOS,DIGENE ORANGE SYR,DAB9057,20,0,0,108.85,77.75,1/10/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (CONSUMER CARE)
ABBDO,DUPHALAC SYRUP,111106D7,22,0,0,280.88,214,1/10/2021,ABBOTT INDIA LIMITED HYDERABAD,ABBOTT (WH&GI)
AGMF2,GLISEN MF 2 TAB,1908001419,40,0,0,178,127.14,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALEGV,GLISEN VM 1 TABS,DG9531007,10,0,0,125.2,89.43,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ACRKD,REKOOL-D CAPS,1908001444,20,0,0,219.75,156.97,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC (ENTERON)
ALEB1,ROXID LIQU,1908001452,18,0,0,149.99,107.14,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(PHARMA)
ALEVM,VOGO-M 0.2 MG TAB,1908001358,20,0,0,128.8,92,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ALEVV,VOGO-M 0.3 MG TAB,1908001359,16,0,0,151.85,108.46,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC  (DABUR) INDIA LIMITED
ACWAD,WIKORYL AF DROPS,1908001396,18,9,1,72.9,52.07,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(MAXIS DIVISION)
ACWAS,WIKORYL AF SYRUP,1908001476,84,0,0,60.1,42.93,1/10/2021,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD,ALEMBIC LTD(MAXIS DIVISION)
ALTOD,TAXIM-O PED DROPS,19460832,101,0,0,55.5,39.64,1/10/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (PHARMA)
ALTAM,TSART-AM TABS 15`S,19442877,50,0,0,182,130,1/10/2021,ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS,ALKEM (IMPERIA)
ARIMS,MONOCEF SB 250MG VIAL,D881L019,95,10,10,60,42.86,1/10/2021,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,ARISTO PHARMA
ASMOK,MONOCEF-O KID 50MG,B224L019,40,0,0,85,60.71,1/10/2021,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,ARISTO PHARMA
ARITV,TELVAS-80MG TABS,S348L039,50,0,0,98.49,70.35,1/10/2021,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD,ARISTO (TASK FORCE)
ASAMR,ACECLO-MR TAB,S992L029,50,0,0,67.75,48.39,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ARID2,DURATAZ VIAL 2.25GM,M473L019,36,5,1,153.22,109.44,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ARIGF,GLIMIPREX MF 2/500 TABS,S293L079,20,0,0,80,57.14,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (OTSIRA)
ARISMEG,MEGAHEAL GEL,VAB19140,7,0,0,89,63.57,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ASMCO,MONOCEF-O 100MG TAB,B197L029,30,0,0,119,85,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO PHARMA
ARITE,TELVAS 20MG TABS,S324L029,150,0,0,30.64,21.89,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (TASK FORCE)
ARIT4,TELVAS 3D TABS,S813L029,18,0,0,78.57,56.12,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (TASK FORCE)
ARTL8,TELVAS-H 80/12.5MG TABS,S361L039,50,0,0,112,80,1/10/2021,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD,ARISTO (TASK FORCE)
BIOTE,TELMISAT 20 MG TABS,BPHT19015,11,0,0,39.8,29.85,1/10/2021,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD,BIOCON
BEPHS,PH4 SYR,D0103819,50,5,1,81.05,57.89,1/10/2021,"BIOLOGICAL E, LIMITED         HYDERABAD",BIOLOGICAL E.LIMITED
BCAC5,ANGICAM 5MG TAB,AGT1937,22,0,0,23,16.43,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCCBE,CEBRAN EYE DROPS,ZNC1922,25,0,0,10.5,7.5,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCDMR,DOLOSTAT-MR TABS,ZPP1922,20,9,1,39,27.86,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCDMR,DOLOSTAT-MR TABS,ZPP1922,40,9,1,39,27.86,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCETM,ETERNA MD 4MG TAB,ZGR1919,30,9,1,32.5,23.21,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCETM,ETERNA MD 4MG TAB,ZGR1919,10,9,1,32.5,23.21,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLUEX,EXTACEF PLUS TABS,ZTV1908,20,9,1,115,82.14,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCKGM3,K-GLIM-M-1 TABS,ZTZ19110,17,0,0,47,33.57,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCMF2,MEFTAL 250MG TAB,HMU1930,34,0,0,20.5,14.64,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BLUCMEFT,MEFTAL SPAS SYR,FZ1998,1,9,1,70,50,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCORC,OME-RD CAPS,ZAZ1907,50,9,1,40,28.57,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCPRC,P-RD CAPS,ZBB1990,5,9,1,40,28.57,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BLURPP1,R-PPI L CAPS,ZKQ1916,7,0,0,70,50,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCSRD,S-RD CAPS,ZACP1903,68,9,1,40,28.57,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
BCTLH,TUSQ-D LOZENGES HONEY,ZKG1904,22,9,1,42,30,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BCTXS,TUSQ-X SYR,ZXY2032,2,11,1,80,57.14,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUE-CROSS LABS
BLUXA,XSTAN AM TABS,ZWT1942,4,0,0,62,44.29,1/10/2021,BLUE CROSS LABORATORIES PVT LTHYDERABAD,BLUECROSS-LABS(GOLDCROSS) LTD
SVSLD,DICRISTICIN-S LD VIAL,DLIR19108,310,0,0,52.44,39.33,1/10/2021,CADILA HEALTHCARE LTD  (ANIMAL) HYDERABAD,SARABHAI VET
CSACI,AEROCORT CFC FREE INH,SN91970,100,0,0,205.7,146.93,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 LEGACY)
CSACR,AEROCORT-ROTACAPS,SA94558,420,0,0,42.97,30.69,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 3 LEGACY)
CCARD,ALERID-D TAB,GL9666,44,4,1,43.56,31.11,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CIPAF,ALFUSIN D TABS,SA94659,7,0,0,493.68,352.63,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(UROLOGY)
CICV7,CLOPIVAS AP 75MG T,EC90934,28,0,0,70.78,50.56,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 2)
CIPLADUOL,DUOLIN 3 RESPULES,SN91675,144,0,0,85.25,60.85,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CIPD5,DYTOR PLUS  5MG TABS,SN91819,21,0,0,65.34,46.67,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(VITALIS 3)
CIPLU,LUDURA LULCONAZOLE CREAM,OA003,40,0,0,220,157.14,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
CILM8,LUMET-80 TABS,BA93304,30,7,3,152.31,108.79,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
CIPNA,NADIBACT PLUS CREAM,D9214,14,11,1,90.2,64.43,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
CCNR4,NORFLOX 400MG TAB,RC9200,393,5,1,58.66,41.9,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CCNRD,NOVAMOX  REDIUSE  DROPS,KP90508,16,9,1,50.82,36.3,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CCNM5,NOVAMOX 500MG CAP,KO90406,20,9,1,106.17,75.84,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CINRS,NOVAMOX REDIUSE 250 SYR,KP90489,72,9,1,88.7,63.36,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CIN13,NOVAMOX-125 REDIUSE  SYR,KP90485,1,9,1,38.5,27.5,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE+1)
CIOM1,OMNIX 100DT TABS,EA90439,14,4,1,76.07,54.34,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
CIPOX,OMNIX-O TABS,AEK9140,29,4,1,145.2,103.71,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (CRESTA)
CSSR1,SEROFLO 100MG R/C,SA94243,18,0,0,206.91,147.79,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
CSS5R,SEROFLO 500MG R/C,SA94337,4,0,0,449.51,321.08,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
CITVI,TIOVA INH,BA93323,1,0,0,486.08,347.2,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA(RESP 1)
PTZPR,ZIPRAX 100 DT,EI90219,30,4,1,72.45,51.75,1/10/2021,CIPLA LIMITED  HYDERABAD,CIPLA (SPEETRACARE-2)
FDEP3,ELECTROL PWD***,089K094,235,14,1,19.39,14.78,1/10/2021,DIVYA MEDICAL DISTRIBUTORS    KHAMMAM (DT),F.D.C. INDIA LIMITED
DRGM1FORTE,GLIMY M1 FORTE TAB,A01621908,6,0,0,80.5,57.5,1/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S (ZENURA)
DXGM1,GLIMY-1,E901563,2,0,0,54.73,39.1,1/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DRNOR,NORILET 0 TAB,DRR906,30,10,5,63.5,45.36,1/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(PRIDE)
DROH2,OLSERTAIN-H 20MG TABS,G19OHA015,30,0,0,110,78.57,1/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S(XENURA)
DRRTS,REDOTIL SACHET 10MG,AJ90119,110,0,0,10.23,7.3,1/10/2021,DR REDDY`S LABORATORIES LTD   HYDERABAD,DR.REDDY`S LAB`S (ZENURA)
ECOXD,OROFER-XT DROPS,E16JK19003,40,0,0,103.2,73.71,1/10/2021,EMCURE PHARMACEUTICALS LTD  HYDERABAD,EMCURE PHARMACEUTICALS LTD
ERELHT,ERITEL H TAB,GERH19012,19,0,0,193.25,138.04,1/10/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS LIFESCIENCES PVT LTD
ERLS50,LORSAVE 50 TAB,GLRS19002,16,0,0,88.05,62.89,1/10/2021,ERIS LIFE SCIENCES LTD     HYDERABAD,ERIS LIFESCIENCES PVT LTD
FIDPC,DEXORANGE CAP,O19362,2,19,1,128.7,91.93,1/10/2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO INDIAN  (ZINDA 2)
FBGPS,GLYCIPHAGE-SR 500 TAB,19148,1,0,0,20.84,14.88,1/10/2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO-INDIAN (DIABETIX)
FBRXG,RELAXYL-GEL,920,12,11,1,68.69,49.06,1/10/2021,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD,FRANCO INDIAN
GDBVN,BETNOVATE-N ONT,NK668,-9,0,0,33.3,23.79,1/10/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE(CTC TEAM)
GDTVM,TENOVATE-M CRM,EL598,-4,0,0,90.85,64.89,1/10/2021,GLAXOSMITHKLINE PHARMA LIM   HYDERABADA,GLAXOSMITHKLINE PHARMA(DERMA ACE)
GEBA8,BETNESOL AMP,GS376,180,0,0,36.64,27.48,1/10/2021,GLAXOSMITHKLINE PHARMACEUTICALS  NAGPUR,GLAXOSMITHKLINE(CTC TEAM)
SBCCS,CROCIN SYRUP**,B9026,36,0,0,34.94,25.5,1/10/2021,HARI MARUTI AGENCIES  VIJAYAWADA,SMITHKLINE BEECHAM PHARMA
SYSCY,CYRA D CAPS**,CD11297,33,0,0,43,30.71,1/10/2021,HARI MARUTI AGENCIES  VIJAYAWADA,GENARAL COMPANY
ICTTS,TETMOSAL SOAP **,TTF9028,-1,0,0,80.8,54.79,1/10/2021,HARI MARUTI AGENCIES  VIJAYAWADA,I.C.I. INDIA LIMITED
INM2K,DV 2K CAPS,DASG19005,118,0,0,340.5,243.21,1/10/2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,INDCHEMIE HEALTH SPECIALITIES
INM2K,DV 2K CAPS,DASG19005,80,0,0,340.5,243.21,1/10/2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,INDCHEMIE HEALTH SPECIALITIES
IHD6K,DV 60K CAPS,DKSG19017,3,0,0,258.84,184.88,1/10/2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,INDCHEMIE HEALTH SPECIALITIES
INDOBD,ODEPRAZ D CAPS,OPDC19010,229,0,0,90.5,64.64,1/10/2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,INDCHEMIE HEALTH SPECIALITIES
INDOBD,ODEPRAZ D CAPS,OPDC19010,150,0,0,90.5,64.64,1/10/2021,INDCHEMIE HEALTH SPECIALTIES PHYDERABAD,INDCHEMIE HEALTH SPECIALITIES
ISA1S,ATM 100MG SYR,ABS2K9A1,5,9,1,34.76,24.83,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
ISA2S,ATM 200MG SYR,ABT2K9A1,6,9,1,50.57,36.12,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
INCA5,CYCLOPAM AMP,CDX1K9A4,58,0,0,34.9,24.93,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
INCPV,CYCLOPAM VIAL,CDY1K9A4,24,0,0,22.51,16.08,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO
ISFDS,FEBREX PLUS DS SYP,FAD4K9A1,29,9,1,75.6,54,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
ISGS1,GMT-SR1 TABS,GBB1K93D,100,0,0,93.7,66.93,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
ISGS2,GMT-SR2 TABS,GBE1K93D,50,0,0,110.25,78.75,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (SPADE)
WAREM,REXIDINE MW,RAQ4K9A1,11,0,0,47.7,34.07,1/10/2021,INDOCO REMEDIES LTD(INDOC)    HYDERABAD,INDOCO (WARREN PHARMA)
IVNM1,NEOMEC VIAL,FI1924,13,5,1,32,22.86,1/10/2021,INTAS PHARMCEUTICALS LTD HYDERABAD,INTAS PHARMA (NEOVET)
IVNPS,NEOZIDE PLUS SYP,FI1948,90,9,1,135,96.43,1/10/2021,INTAS PHARMCEUTICALS LTD HYDERABAD,INTAS PHARMA (BOVICURRA)
